PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Name,Transported,TotalWastes,CrewSize
0025_01,Earth,0,F/6/S,TRAPPIST-1e,15.0,0,Karard Brookenson,0,1223.0,1
0026_01,Europa,0,C/0/P,55 Cancri e,34.0,0,Anyoni Unconary,0,7861.0,1
0028_01,Mars,0,F/8/P,TRAPPIST-1e,43.0,0,Ceros Mare,0,1309.0,1
0030_01,Earth,0,G/4/S,TRAPPIST-1e,32.0,0,Ginia Morsentley,0,1821.0,1
0031_01,Mars,0,F/9/P,TRAPPIST-1e,47.0,0,Coobix Datie,1,2854.0,3
0031_02,Mars,0,F/9/P,TRAPPIST-1e,2.0,0,Cinets Datie,1,0.0,3
0031_03,Mars,0,F/9/P,TRAPPIST-1e,20.0,0,Dontch Datie,1,2964.6876174812032,3
0034_01,Europa,1,D/1/S,55 Cancri e,28.0,0,Ziba Oingwhedly,1,0.0,1
0035_01,Mars,0,D/1/P,55 Cancri e,23.0,0,Luse Butte,0,2699.0,1
0036_01,Earth,0,F/8/S,55 Cancri e,15.0,0,Marina Leodger,0,961.0,1
0038_01,Earth,0,F/10/S,55 Cancri e,20.0,0,Loise Wheelez,0,3355.0,1
0039_01,Earth,1,G/1/P,55 Cancri e,30.0,0,Jorgie Batthewitt,0,173.72916912197996,1
0041_01,Earth,1,G/2/P,TRAPPIST-1e,17.0,0,Margia Moodsey,1,0.0,1
0043_01,Europa,0,B/3/P,TRAPPIST-1e,45.0,0,Ankalik Cylistrand,0,3575.0,1
0044_01,Earth,1,G/3/P,TRAPPIST-1e,55.0,0,Jodye Coopelandez,0,0.0,3
0044_02,Earth,1,G/3/P,55 Cancri e,4.0,0,Kayne Coopelandez,1,0.0,3
0044_03,Earth,1,G/3/P,PSO J318.5-22,21.0,0,Cassa Coopelandez,1,0.0,3
0045_01,Mars,0,F/10/P,TRAPPIST-1e,21.0,0,Zelowl Chmad,0,1214.0,2
0045_02,Mars,1,F/10/P,TRAPPIST-1e,19.0,0,Mass Chmad,1,0.0,2
0050_01,Earth,0,E/1/S,55 Cancri e,35.0,0,Sony Lancis,0,1101.1387779083432,1
0051_01,Earth,0,E/2/S,TRAPPIST-1e,56.0,0,Vivia Johnshines,0,1618.0,1
0052_01,Earth,0,G/6/S,TRAPPIST-1e,28.82793046746535,0,Elaney Hubbarton,0,4689.0,1
0053_01,Earth,0,F/11/S,TRAPPIST-1e,25.0,0,Elson Hickerson,1,1939.0,1
0056_01,Europa,0,A/1/S,TRAPPIST-1e,2.0,0,Okulas Tractive,1,0.0,3
0056_02,Europa,1,A/1/S,TRAPPIST-1e,38.0,0,Instab Tractive,1,0.0,3
0056_03,Europa,0,A/1/S,TRAPPIST-1e,27.0,0,Zinoces Tractive,1,4547.0,3
0058_01,Earth,1,G/7/S,PSO J318.5-22,36.0,0,Warry Ayalazquez,0,0.0,1
0061_01,Earth,0,F/12/S,TRAPPIST-1e,22.0,0,Shanya Salez,0,2667.0,1
0062_01,Earth,0,F/13/S,TRAPPIST-1e,62.0,0,Sterry Greeves,0,634.0,1
0064_01,Mars,1,F/14/S,TRAPPIST-1e,15.0,0,Alraium Disivering,1,0.0,1
0064_02,Earth,1,E/3/S,TRAPPIST-1e,33.0,0,Colatz Keen,1,173.72916912197996,1
0066_01,Earth,0,G/6/P,TRAPPIST-1e,62.0,0,Diandy Pecketton,0,811.0,1
0067_01,Earth,1,G/10/S,PSO J318.5-22,0.0,0,Ninaha Leeves,1,0.0,2
0067_02,Earth,0,G/10/S,TRAPPIST-1e,18.0,0,Celine Leeves,1,705.0,2
0067_03,Earth,0,F/15/S,55 Cancri e,21.0,0,Velyne Leeves,0,2007.0,1
0068_01,Mars,0,E/4/S,TRAPPIST-1e,28.82793046746535,0,Cinst Binie,0,1048.0,1
0069_01,Earth,0,F/16/S,TRAPPIST-1e,42.0,0,Alraium Disivering,1,902.0,1
0070_01,Earth,0,F/13/P,TRAPPIST-1e,19.0,0,Meremy Brighttt,0,922.0,1
0071_01,Earth,0,F/14/P,TRAPPIST-1e,17.0,0,Nelly Dillines,0,2233.0,1
0072_01,Earth,0,F/17/S,TRAPPIST-1e,14.0,0,Thell Brantuarez,0,1064.0,1
0073_01,Mars,0,D/3/P,PSO J318.5-22,37.0,0,Gorn Make,0,879.0,1
0074_01,Europa,0,C/3/S,TRAPPIST-1e,42.0,0,Aldibah Mostedry,1,8904.0,1
0076_01,Mars,0,F/18/S,TRAPPIST-1e,27.0,0,Conk Dal,1,1165.0,1
0077_01,Mars,0,F/15/P,TRAPPIST-1e,28.0,0,Pon Blité,1,1309.0,1
0078_01,Europa,0,C/4/S,TRAPPIST-1e,38.0,0,Spuri Pokerheed,0,15815.0,1
0081_01,Earth,1,G/13/S,TRAPPIST-1e,13.0,0,Dellie Vinozarks,0,0.0,1
0082_01,Mars,0,F/16/P,TRAPPIST-1e,42.0,0,Totse Datte,0,7406.0,3
0082_02,Mars,1,F/16/P,TRAPPIST-1e,2.0,0,Eaturs Datte,1,0.0,3
0082_03,Mars,0,F/16/P,TRAPPIST-1e,8.0,0,Alraium Disivering,1,0.0,3
0084_01,Earth,0,G/14/S,TRAPPIST-1e,24.0,0,Coren Coopezmaney,1,705.0,1
0085_01,Europa,1,C/5/S,TRAPPIST-1e,40.0,0,Furudah Ellcefulve,1,0.0,1
0086_01,Earth,0,F/17/P,TRAPPIST-1e,43.0,0,Jodye Kinson,0,1362.0,1
0088_01,Mars,1,E/5/S,PSO J318.5-22,45.0,0,Stmeal Sacre,1,0.0,1
0090_01,Earth,1,G/15/S,TRAPPIST-1e,35.0,0,Heremy Santry,1,0.0,1
0091_01,Earth,1,G/16/S,TRAPPIST-1e,26.0,0,Deanne Yorkland,1,224.687617481203,1
0091_02,Earth,0,F/20/S,TRAPPIST-1e,27.0,0,Tinez Yorkland,0,917.0,1
0092_01,Earth,0,G/9/P,TRAPPIST-1e,19.0,0,Gracy Dunnisey,0,705.0,3
0092_02,Earth,1,G/9/P,TRAPPIST-1e,0.0,0,Stald Hewson,1,173.72916912197996,3
0092_03,Earth,1,G/9/P,TRAPPIST-1e,3.0,0,Tiney Hewson,1,0.0,3
0097_01,Europa,0,A/2/S,TRAPPIST-1e,54.0,0,Alchium Fictful,0,1848.0,1
0098_01,Earth,0,G/11/P,TRAPPIST-1e,26.0,0,Doria Carezquez,0,893.0,2
0098_02,Earth,0,G/11/P,TRAPPIST-1e,26.0,0,Leence Carezquez,1,3855.0,2
0099_01,Earth,0,F/19/P,PSO J318.5-22,23.0,0,Aliey Leetersoney,0,1301.0,1
0099_02,Earth,0,G/12/P,TRAPPIST-1e,2.0,0,Thewis Connelson,1,0.0,1
0101_01,Mars,1,G/734/S,TRAPPIST-1e,31.0,0,Book Trad,1,0.0,207
0102_01,Earth,0,F/23/S,TRAPPIST-1e,18.0,0,Ritany Holson,0,921.0,1
0103_01,Earth,0,F/24/S,TRAPPIST-1e,24.0,0,Arlen Mclainez,1,475.07720329024676,1
0103_02,Earth,1,G/18/S,55 Cancri e,9.0,0,Shaele Mclainez,1,0.0,2
0103_03,Earth,1,G/18/S,TRAPPIST-1e,6.0,0,Fanne Mclainez,0,0.0,2
0105_01,Earth,0,F/21/P,TRAPPIST-1e,27.0,0,Carry Cleachrand,0,703.0,1
0107_01,Mars,0,D/2/S,TRAPPIST-1e,21.0,0,Coobix Hart,0,1765.0,1
0108_01,Earth,1,G/19/S,TRAPPIST-1e,23.0,0,Natald Handertiz,0,0.0,3
0108_02,Earth,0,G/19/S,TRAPPIST-1e,31.0,0,Alraium Disivering,0,888.0,3
0108_03,Earth,0,G/19/S,TRAPPIST-1e,0.0,0,Oline Handertiz,1,0.0,3
0110_01,Europa,0,G/734/S,TRAPPIST-1e,32.0,0,Graviph Aloubtled,0,5109.0,207
0110_02,Europa,0,B/5/P,TRAPPIST-1e,40.0,0,Aldeba Bootious,0,2018.0,3
0110_03,Europa,0,B/5/P,TRAPPIST-1e,42.0,0,Alaratz Aloubtled,1,15940.0,3
0110_04,Europa,1,B/5/P,TRAPPIST-1e,28.0,0,Izark Aloubtled,1,0.0,3
0111_01,Europa,1,E/6/S,TRAPPIST-1e,29.0,0,Aldera Supred,1,0.0,1
0112_01,Europa,0,B/1/S,55 Cancri e,48.0,1,Moth Cowtale,1,2654.0,1
0113_01,Earth,0,F/23/P,TRAPPIST-1e,64.0,0,Idary Carvis,1,804.0,1
0114_01,Earth,0,G/20/S,TRAPPIST-1e,27.0,0,Maura Beckerson,0,907.0,1
0115_01,Mars,0,F/24/P,TRAPPIST-1e,26.0,0,Rohs Pead,1,304.8547912992357,1
0116_01,Europa,0,D/4/P,TRAPPIST-1e,33.0,0,Alhenah Suptive,1,2640.0,1
0119_01,Earth,0,A/0/P,TRAPPIST-1e,39.0,0,Batan Coning,0,9307.0,2
0119_02,Europa,1,A/0/P,TRAPPIST-1e,13.0,0,Kleeiak Coning,1,0.0,2
0120_01,Mars,1,F/25/P,TRAPPIST-1e,24.0,0,Bees Sacre,1,304.8547912992357,1
0122_01,Earth,0,G/21/S,TRAPPIST-1e,29.0,0,Shelle Hayder,0,773.0,1
0123_01,Earth,0,F/27/P,TRAPPIST-1e,18.0,0,Iree Fielson,0,702.0,1
0126_01,Mars,1,F/27/S,TRAPPIST-1e,67.0,0,Milly Mish,1,0.0,1
0127_01,Mars,0,E/7/S,TRAPPIST-1e,35.0,0,Miloss Mesty,0,1022.0,1
0128_01,Mars,0,D/3/S,TRAPPIST-1e,61.0,1,Grohs Fles,0,3014.0,1
0128_02,Mars,0,E/8/S,TRAPPIST-1e,45.0,0,Barave Fles,0,2109.0,1
0129_01,Earth,1,G/22/S,PSO J318.5-22,22.0,0,Race Fowles,1,173.72916912197996,1
0133_01,Mars,1,F/29/S,TRAPPIST-1e,19.0,0,Flynx Blie,1,0.0,1
0133_02,Mars,0,D/5/S,TRAPPIST-1e,36.0,0,Egrasp Blie,0,2738.0,1
0134_01,Earth,0,G/17/P,TRAPPIST-1e,19.0,0,Camina Harmontry,1,744.0,1
0136_01,Earth,0,G/23/S,PSO J318.5-22,47.0,0,Alraium Disivering,0,721.0,1
0138_01,Earth,1,G/18/P,TRAPPIST-1e,13.0,0,Fayene Gambs,1,0.0,1
0138_02,Earth,0,E/5/P,TRAPPIST-1e,34.0,0,Monah Gambs,0,793.0,1
0139_01,Europa,1,C/6/S,55 Cancri e,35.0,0,Charda Myling,1,0.0,1
0140_01,Earth,1,G/19/P,TRAPPIST-1e,24.0,0,Evaley Mejiaddox,1,0.0,1
0140_02,Earth,0,F/29/P,TRAPPIST-1e,26.0,0,Verney Whitakers,0,902.0,1
0141_01,Mars,0,F/30/P,TRAPPIST-1e,31.0,0,Pyrohs Harte,0,321.687617481203,1
0144_01,Earth,0,F/31/S,TRAPPIST-1e,20.0,0,Guadae Dayers,1,630.0,1
0146_01,Earth,0,G/25/S,TRAPPIST-1e,56.0,0,Verly Wolferguson,0,0.0,1
0147_01,Earth,1,G/26/S,TRAPPIST-1e,50.0,0,Samie Hubbarrison,1,0.0,1
0148_01,Mars,0,F/31/P,TRAPPIST-1e,42.0,0,Corsh Pashe,0,1158.0,1
0149_01,Earth,1,G/27/S,55 Cancri e,28.82793046746535,0,Billya Hubbarrison,1,0.0,1
0151_01,Earth,1,G/20/P,55 Cancri e,38.0,0,Shanie Simson,0,0.0,1
0152_01,Earth,0,F/32/P,TRAPPIST-1e,41.0,0,Andan Estron,0,607.0,1
0160_01,Earth,0,G/22/P,TRAPPIST-1e,22.0,0,Gory Atkinney,0,4180.0,1
0163_01,Europa,1,B/8/P,TRAPPIST-1e,26.0,0,Kabiton Hetforhaft,1,0.0,2
0163_02,Europa,1,B/8/P,TRAPPIST-1e,17.0,0,Scharab Hetforhaft,1,0.0,2
0164_01,Earth,0,G/28/S,TRAPPIST-1e,57.0,0,Fany Hutchinton,1,2184.138777908343,2
0164_02,Earth,1,G/28/S,PSO J318.5-22,17.0,0,Ianya Hutchinton,0,0.0,2
0165_01,Mars,1,F/37/P,TRAPPIST-1e,35.0,0,Graven Anche,1,0.0,1
0167_01,Mars,1,F/35/S,TRAPPIST-1e,13.0,0,Miten Floaf,1,0.0,2
0167_02,Mars,0,F/35/S,TRAPPIST-1e,27.0,0,Rios Floaf,0,1572.0,2
0169_01,Earth,1,G/23/P,TRAPPIST-1e,31.0,0,Wandy Fisherry,0,0.0,1
0170_01,Earth,0,E/10/S,TRAPPIST-1e,24.0,0,Mollie Mcmahoney,0,788.0,1
0171_01,Earth,1,G/30/S,PSO J318.5-22,19.0,0,Coracy Gordanieves,1,0.0,1
0172_01,Earth,1,G/24/P,TRAPPIST-1e,32.0,0,Hanna Johnshines,1,0.0,1
0173_01,Earth,0,E/11/S,TRAPPIST-1e,58.0,0,Hilip Grifford,1,990.0,1
0174_01,Earth,0,F/38/P,55 Cancri e,21.0,0,Doryn Lambles,0,593.0,1
0177_01,Europa,0,B/2/S,TRAPPIST-1e,38.0,0,Toperon Iniouser,0,27428.0,1
0178_01,Mars,0,D/6/S,TRAPPIST-1e,38.0,0,Wees Knik,0,3722.0,1
0179_01,Earth,0,G/26/P,TRAPPIST-1e,19.0,0,Elaney Webstephrey,1,906.0,3
0179_02,Earth,0,G/26/P,TRAPPIST-1e,0.0,0,Raque Webstephrey,0,0.0,3
0179_03,Earth,0,G/26/P,TRAPPIST-1e,3.0,0,Sallyl Webstephrey,1,0.0,3
0181_01,Earth,0,G/27/P,TRAPPIST-1e,20.0,0,Nancis Brighttt,0,394.0,1
0182_01,Europa,1,C/3/P,TRAPPIST-1e,24.0,0,Ksorab Disight,1,0.0,1
0183_01,Earth,0,F/36/S,TRAPPIST-1e,37.0,0,Stany Weaves,1,821.0,1
0186_01,Earth,0,G/28/P,TRAPPIST-1e,25.0,0,Camiet Shephendry,0,1018.0,1
0188_01,Earth,1,G/31/S,TRAPPIST-1e,56.0,0,Branda Romez,1,0.0,1
0189_01,Earth,0,E/8/P,55 Cancri e,49.0,0,Helly Booters,0,788.0,1
0190_01,Earth,1,G/32/S,55 Cancri e,11.0,0,Alraium Disivering,0,0.0,1
0192_01,Earth,1,G/29/P,TRAPPIST-1e,1.0,0,Tance Adavisons,1,0.0,3
0192_02,Earth,0,G/29/P,TRAPPIST-1e,8.0,0,Robyny Adavisons,0,0.0,3
0192_03,Earth,0,G/29/P,TRAPPIST-1e,39.0,0,Lilace Adavisons,0,908.0,3
0193_01,Mars,1,F/41/P,TRAPPIST-1e,2.0,0,Sps Raf,1,0.0,3
0193_02,Mars,0,F/41/P,TRAPPIST-1e,23.0,0,Frook Raf,0,1304.687617481203,3
0193_03,Mars,0,F/41/P,TRAPPIST-1e,0.0,0,Goles Raf,1,0.0,3
0195_01,Mars,0,F/42/P,TRAPPIST-1e,39.0,0,Bar Floaf,1,1273.0,1
0196_01,Mars,0,D/5/P,PSO J318.5-22,25.0,0,Caper Emead,0,1778.0,1
0197_01,Europa,0,C/5/P,TRAPPIST-1e,36.0,0,Astrak Dissper,0,2342.0,1
0198_01,Earth,0,G/30/P,PSO J318.5-22,52.0,0,Jeroy Cookson,1,0.0,1
0199_01,Earth,1,G/33/S,TRAPPIST-1e,18.0,0,Regana Morrows,0,0.0,1
0200_01,Earth,1,G/31/P,TRAPPIST-1e,15.0,0,Elia Colomonson,1,0.0,1
0201_01,Europa,1,B/3/S,TRAPPIST-1e,35.0,0,Kaffias Bacistion,1,0.0,2
0201_02,Europa,1,B/3/S,TRAPPIST-1e,47.0,0,Edaruma Bacistion,1,0.0,2
0202_01,Europa,1,B/9/P,55 Cancri e,45.0,0,Pomera Embleng,1,0.0,1
0202_02,Europa,0,A/2/P,55 Cancri e,28.82793046746535,0,Vegas Embleng,1,3927.72916912198,1
0203_01,Europa,1,C/8/S,TRAPPIST-1e,51.0,0,Ancham Heateele,1,0.0,1
0205_01,Earth,0,G/34/S,TRAPPIST-1e,29.0,0,Carma Oneiles,0,773.0,1
0206_01,Europa,0,C/9/S,55 Cancri e,28.82793046746535,0,Nuson Brugashed,1,2981.0,1
0207_01,Earth,1,G/32/P,PSO J318.5-22,19.0,0,Thony Mcfaddennon,0,0.0,1
0210_01,Earth,1,D/6/P,55 Cancri e,24.0,0,Arraid Inicont,1,173.72916912197996,1
0211_01,Mars,0,F/44/P,TRAPPIST-1e,29.0,0,Pebuts Appie,1,1040.0,3
0211_02,Mars,1,F/44/P,TRAPPIST-1e,11.0,0,Corsh Appie,1,0.0,3
0211_03,Mars,0,F/44/P,TRAPPIST-1e,17.0,0,Picers Date,0,1337.0,3
0212_01,Earth,0,E/9/P,TRAPPIST-1e,13.0,0,Inen Workmans,0,982.0,1
0212_02,Earth,0,F/45/P,TRAPPIST-1e,35.0,0,Shally Workmans,0,732.0,1
0213_01,Earth,0,F/46/P,TRAPPIST-1e,21.0,0,Carita Navages,0,794.0,1
0216_01,Earth,0,F/40/S,55 Cancri e,21.0,0,Searla Garnes,0,1974.0,1
0217_01,Earth,0,F/47/P,TRAPPIST-1e,38.0,0,Prilly Shieldson,0,1544.0,1
0219_01,Earth,1,G/36/P,TRAPPIST-1e,19.0,0,Nica River,1,0.0,1
0220_01,Earth,1,G/37/P,TRAPPIST-1e,2.0,0,Tyle Wilsoney,1,0.0,5
0220_02,Earth,0,G/37/P,TRAPPIST-1e,0.0,0,Wena Wilsoney,1,0.0,5
0220_03,Earth,1,G/37/P,TRAPPIST-1e,13.0,0,Branca Wilsoney,0,0.0,5
0220_04,Earth,0,E/10/P,TRAPPIST-1e,25.0,0,Dont Wilsoney,0,379.72916912197996,1
0220_05,Earth,0,F/48/P,TRAPPIST-1e,16.0,0,Velyne Wilsoney,0,1102.0,1
0220_06,Earth,0,G/37/P,55 Cancri e,1.0,0,Weney Wilsoney,0,0.0,5
0220_07,Earth,1,G/37/P,TRAPPIST-1e,15.0,0,Guye Wilsoney,1,0.0,5
0221_01,Mars,0,E/13/S,55 Cancri e,21.0,0,Cowhex Blan,0,2356.0,7
0221_02,Mars,0,E/13/S,TRAPPIST-1e,23.0,0,Yogark Reke,0,1298.0,7
0221_03,Mars,0,E/13/S,TRAPPIST-1e,33.0,0,Jacks Reke,0,2134.0,7
0221_04,Mars,1,E/13/S,TRAPPIST-1e,21.0,0,Eerch Reke,1,0.0,7
0221_05,Mars,0,E/13/S,TRAPPIST-1e,41.0,0,Panbug Reke,0,2597.0,7
0221_06,Mars,0,E/13/S,TRAPPIST-1e,16.0,0,Gran Reke,0,1370.0,7
0221_07,Mars,1,E/13/S,TRAPPIST-1e,42.0,0,Rohs Reke,0,0.0,7
0222_01,Mars,0,F/41/S,TRAPPIST-1e,20.0,0,Gone Perte,0,1417.0,2
0222_02,Mars,1,F/41/S,TRAPPIST-1e,24.0,0,Colf Deva,1,0.0,2
0222_03,Mars,1,E/14/S,TRAPPIST-1e,16.0,0,Grake Perte,1,0.0,1
0223_01,Earth,0,G/35/S,TRAPPIST-1e,21.0,0,Evan Sykess,0,676.0,1
0224_01,Mars,0,F/42/S,TRAPPIST-1e,32.0,1,Blues Queen,0,1820.0,1
0225_01,Earth,1,G/38/P,PSO J318.5-22,58.0,0,Carly Hortis,1,0.0,1
0229_01,Earth,0,F/43/S,TRAPPIST-1e,24.0,0,Done Sellahaney,0,803.0,1
0231_01,Mars,0,F/44/S,TRAPPIST-1e,30.0,0,Krus Nate,0,1806.0,1
0232_01,Earth,1,G/36/S,PSO J318.5-22,27.0,0,Nica Bakerrison,0,458.07720329024676,1
0233_01,Mars,0,F/45/S,TRAPPIST-1e,32.0,0,Teda Wist,0,1750.0,1
0234_01,Earth,0,F/50/P,TRAPPIST-1e,43.0,0,Keitha Josey,0,1112.687617481203,1
0237_01,Europa,1,B/11/P,TRAPPIST-1e,42.0,0,Weias Aginge,1,0.0,1
0239_01,Mars,0,G/734/S,TRAPPIST-1e,37.0,0,Diedow Resty,0,1048.0,207
0240_01,Mars,1,F/52/P,TRAPPIST-1e,35.0,0,Puffes Crie,1,0.0,1
0241_01,Europa,0,E/11/P,55 Cancri e,33.0,0,Alas Dischod,0,7177.0,1
0242_01,Earth,0,F/46/S,TRAPPIST-1e,18.0,0,Almone Sté,0,1288.0,1
0243_01,Earth,1,G/37/S,TRAPPIST-1e,21.0,0,Lilace Cartyernan,0,0.0,1
0244_01,Mars,1,G/734/S,TRAPPIST-1e,43.0,0,Froos Sad,1,0.0,207
0244_02,Mars,1,F/47/S,55 Cancri e,14.0,0,Tous Sad,1,0.0,1
0245_01,Europa,0,C/6/P,55 Cancri e,46.0,0,Glueba Repumparte,1,3578.0,2
0245_02,Europa,0,C/6/P,TRAPPIST-1e,33.0,0,Anchib Repumparte,0,12378.0,2
0246_01,Mars,0,D/8/P,TRAPPIST-1e,21.0,0,Mele Sesa,0,3261.0,1
0248_01,Europa,0,C/10/S,TRAPPIST-1e,33.0,0,Genifi Spanxibus,0,9684.0,1
0250_01,Earth,1,G/38/S,PSO J318.5-22,47.0,0,Camily Kramosley,0,224.687617481203,1
0251_01,Earth,1,C/11/S,55 Cancri e,54.0,0,Diphah Amsive,1,0.0,1
0252_01,Earth,0,F/53/P,TRAPPIST-1e,30.0,0,Leenny Byerry,0,1571.0,1
0253_01,Earth,0,G/42/P,TRAPPIST-1e,29.0,0,Dawne Cardner,0,888.0,1
0254_01,Earth,0,F/54/P,TRAPPIST-1e,21.0,0,Race Stenson,1,1290.0,1
0255_01,Europa,1,A/3/S,TRAPPIST-1e,24.0,0,Ashir Mingious,1,0.0,1
0257_01,Mars,0,F/49/S,55 Cancri e,21.0,0,Errohs Berte,0,1837.72916912198,2
0257_02,Mars,1,F/49/S,TRAPPIST-1e,60.0,0,Squars Berte,1,0.0,2
0258_01,Earth,0,F/50/S,TRAPPIST-1e,22.0,0,Feryla Cooperkins,0,704.0,1
0260_01,Europa,0,E/16/S,TRAPPIST-1e,26.0,0,Segino Inderly,0,7845.0,1
0261_01,Earth,0,F/56/P,TRAPPIST-1e,26.0,0,Dord Bookerson,0,898.0,1
0263_01,Earth,1,G/43/P,TRAPPIST-1e,28.0,0,Maen Merkins,1,0.0,1
0265_01,Europa,1,D/8/S,TRAPPIST-1e,39.0,0,Etair Herpumble,1,311.1387779083431,1
0267_01,Earth,0,F/51/S,TRAPPIST-1e,13.0,0,Lilace Sancockett,0,873.0,1
0269_01,Earth,0,F/52/S,55 Cancri e,47.0,0,Lerome Polliamposs,1,823.0,1
0270_01,Earth,0,F/59/P,TRAPPIST-1e,63.0,0,Cathya Fryersonis,0,1393.0,1
0275_01,Europa,1,D/9/S,55 Cancri e,28.82793046746535,0,Terf Obnoble,1,0.0,1
0277_01,Earth,0,F/61/P,55 Cancri e,50.0,0,Byront Mcdanield,1,2487.0,1
0278_01,Earth,0,G/734/S,TRAPPIST-1e,35.0,0,Judya Beachez,0,1192.8547912992358,207
0278_02,Earth,0,G/45/P,TRAPPIST-1e,45.0,0,Marice Beachez,0,444.0,1
0281_01,Earth,0,F/63/P,TRAPPIST-1e,19.0,0,Derine Pierry,1,2078.0,1
0282_01,Earth,0,F/54/S,TRAPPIST-1e,21.0,0,Valex Baketton,1,918.0,1
0283_01,Earth,1,G/46/P,PSO J318.5-22,29.0,0,Jacky Santin,1,0.0,1
0283_02,Earth,0,F/64/P,TRAPPIST-1e,22.0,0,Roydo Santin,1,803.0,1
0285_01,Europa,1,E/16/P,TRAPPIST-1e,14.0,0,Krabik Invebodene,1,0.0,2
0285_02,Europa,1,E/16/P,55 Cancri e,42.0,0,Grasath Invebodene,1,0.0,2
0286_01,Earth,0,F/65/P,55 Cancri e,57.0,0,Carita Jimes,0,1488.0,1
0287_01,Europa,1,G/734/S,55 Cancri e,39.0,0,Tetra Bootty,1,0.0,207
0287_02,Europa,0,B/12/P,TRAPPIST-1e,28.0,0,Alasym Bootty,0,2085.0,1
0288_01,Earth,0,F/55/S,55 Cancri e,19.0,0,Gory Delez,0,828.0,1
0289_01,Europa,1,C/12/S,55 Cancri e,19.0,0,Furuson Objeciane,1,0.0,1
0290_01,Europa,0,B/7/S,55 Cancri e,26.0,0,Skaton Excialing,1,5877.0,4
0290_02,Europa,1,B/7/S,TRAPPIST-1e,17.0,0,Algor Excialing,1,0.0,4
0290_03,Europa,0,B/7/S,TRAPPIST-1e,43.0,0,Dhenar Excialing,1,0.0,4
0290_04,Europa,0,B/7/S,55 Cancri e,9.0,0,Atino Excialing,1,0.0,4
0291_01,Europa,0,D/10/S,TRAPPIST-1e,40.0,0,Castab Brakeril,1,7678.0,1
0294_01,Europa,1,B/8/S,TRAPPIST-1e,50.0,0,Phonons Roforhauge,1,311.1387779083431,1
